000 A Sea Zone  (14126,656)  (14050,581)  (14128,804)  (13975,506)  (14075,506)  (13950,619)  (14028,847)  (14128,879)  (13900,431)  (14000,431)  (14100,431)  (13875,523)  (14028,922)  (13834,948)  (14128,954)  (13825,356)  (13925,356)  | overflowToLeft=false
Aktobe  (8221,2313)  (8266,2368)  (8206,2368)  (8165,2258)  (8225,2258)  (8161,2313)  (8281,2313)  (8285,2249)  (8146,2387)  (8105,2258)  (8101,2332)  (8297,2194)  (8341,2304)  (8345,2249)  (8127,2442)  (8357,2177)  (8405,2232)  | overflowToLeft=false
Al Fishir  (6438,4960)  (6372,4902)  (6393,4819)  (6479,4790)  (6546,4831)  (6536,4903)  | overflowToLeft=false
Al Hasa  (7824,4077)  (7878,4132)  (7777,4022)  | overflowToLeft=false
Al Hasakah  (7511,3431)  (7511,3486)  (7558,3376)  | overflowToLeft=false
Al Kufrah  (6103,4514)  (6079,4420)  (6109,4340)  (6203,4280)  (6281,4358)  (6359,4434)  (6412,4542)  (6354,4610)  (6247,4630)  (6176,4580)  (6258,4521)  | overflowToLeft=false
Albania  (6237,3338)  (6236,3280)  (6238,3189)  (6304,3192)  | overflowToLeft=false
Alberta  (16590,1551)  (16644,1606)  (16584,1606)  (16534,1496)  (16594,1496)  (16530,1551)  (16650,1551)  (16654,1487)  (16524,1616)  (16699,1661)  (16639,1661)  (16479,1441)  (16539,1441)  (16704,1606)  (16474,1496)  (16470,1561)  | overflowToLeft=false
Aleppo-Deir ez Zor  (7413,3592)  (7502,3576)  (7333,3552)  (7258,3569)  (7369,3488)  | overflowToLeft=false
Algarve  (4229,3342)  (4232,3397)  (4248,3287)  | overflowToLeft=false
Algiers  (5011,3866)  (5041,3921)  (4981,3921)  (4951,3866)  (5071,3826)  | overflowToLeft=false
Alice Springs-Outback  (12499,7044)  (12553,7099)  (12493,7099)  (12443,6989)  (12503,6989)  (12439,7044)  (12559,7044)  (12563,6980)  (12433,7109)  (12608,7154)  (12548,7154)  (12388,6934)  (12448,6934)  (12613,7099)  (12383,6989)  | overflowToLeft=false
Almaty  (8966,2555)  (8943,2473)  (8937,2400)  (8980,2319)  (9057,2281)  (9162,2340)  (9113,2402)  (9085,2502)  | overflowToLeft=false
Alsace  (5560,2518)  (5505,2491)  (5469,2391)  (5452,2332)  (5442,2282)  (5595,2430)  | overflowToLeft=false
Amapa-Brazilian Guiana  (2126,4995)  (2180,5050)  (2120,5050)  (2070,4940)  (2130,4940)  (2066,4995)  (2186,4995)  (2190,4937)  (2060,5060)  (2125,5105)  (2015,4885)  (2075,4885)  (2135,4882)  (2240,5050)  (2010,4940)  (2065,5115)  | overflowToLeft=false
Amazonas  (1861,5029)  (1746,4993)  (1640,4959)  (1522,5012)  (1449,5091)  (1385,5150)  (1524,5180)  (1590,5250)  (1701,5258)  (1743,5172)  (1821,5103)  | overflowToLeft=false
Ambon  (12137,5797)  | overflowToLeft=false
Amur  (11245,1965)  (11137,1981)  (11054,2018)  (10987,2084)  (10967,2172)  (10943,2261)  (11436,1917)  (11344,1843)  (11350,1749)  (11432,1806)  | overflowToLeft=false
Anadyr  (13327,963)  (13240,962)  (13238,885)  (13322,817)  (13432,770)  (13530,775)  (13599,850)  (13504,974)  (13573,1043)  | overflowToLeft=false
Anchorage  (15267,1079)  (15272,1134)  (15207,1073)  (15212,1145)  (15267,1024)  (15327,1019)  (15327,1074)  (15163,1018)  (15147,1086)  (15223,969)  (15283,964)  (15343,964)  (15387,1020)  (15387,1075)  (15103,1031)  | overflowToLeft=false
Andalusia  (4486,3423)  (4426,3453)  (4426,3398)  (4546,3400)  (4566,3455)  (4597,3510)  (4366,3488)  (4366,3433)  (4626,3429)  (4306,3447)  | overflowToLeft=false
Andaman Is.  (9939,4827)  | overflowToLeft=false
Angola  (5784,6423)  (5818,6336)  (5821,6265)  (5800,6177)  (5881,6119)  (6003,6119)  (6076,6192)  (6080,6290)  (6079,6394)  (6063,6493)  (5735,6528)  | overflowToLeft=false
Anhwei  (11100,3639)  (11112,3718)  (11084,3802)  (11021,3775)  (10969,3638)  (10918,3567)  (10994,3546)  | overflowToLeft=false
Ankara  (6902,3279)  (6953,3334)  (6893,3334)  (6856,3224)  (6916,3224)  (6962,3279)  (6833,3312)  | overflowToLeft=false
Antalya  (6971,3576)  (6851,3574)  (7073,3558)  | overflowToLeft=false
Aragon-Catalonia  (4856,3068)  (4910,3123)  (4850,3123)  (4801,3013)  (4861,3013)  (4796,3068)  (4916,3068)  (4790,3133)  (4778,3188)  (4976,3047)  (4730,3132)  | overflowToLeft=false
Archangelsk  (7344,1001)  (7365,1086)  (7479,1011)  (7323,897)  (7341,809)  (7417,857)  (7471,928)  (7558,966)  (7570,1035)  (7208,839)  | overflowToLeft=true
Arizona-New Mexico  (16393,2740)  (16415,2661)  (16518,2650)  (16633,2654)  (16732,2662)  (16734,2759)  (16367,2817)  | overflowToLeft=false
Ascension Is.  (4229,5438)  | overflowToLeft=false
Asir  (7650,4577)  (7605,4522)  (7665,4522)  (7590,4617)  (7710,4577)  (7721,4632)  | overflowToLeft=false
Astrakhan  (7730,2511)  (7710,2576)  (7791,2598)  (7850,2497)  | overflowToLeft=false
Asturias  (4388,2869)  (4554,2887)  | overflowToLeft=false


Greece  (6480,3535)  (6359,3505)  (6410,3505)  (6307,3425)  (6313,3371)  (6382,3400)  (6417,3451)  | overflowToLeft=false


Atlanta-Georgia  (1035,2863)  (1006,2797)  (972,2714)  (896,2706)  | overflowToLeft=false
Atyrau  (7984,2331)  (8018,2386)  (7958,2386)  (7966,2276)  (8026,2242)  (7997,2441)  (7930,2221)  (7990,2187)  | overflowToLeft=false
Auckland-N.New Zealand  (14549,7502)  (14555,7557)  (14546,7447)  (14489,7540)  (14609,7472)  | overflowToLeft=false
Azores Is.  (3270,3378)  | overflowToLeft=false


Wurttemburg  (5732,2599)  (5732,2549)  (5644,2543)  (5774,2541)  (5657,2470)  (5711,2404)  (5775,2454)  (5777,2381)  | overflowToLeft=false


Baffin Is.  (1369,854)  (1454,905)  (1554,863)  (1516,769)  (1532,602)  (1430,550)  (1316,497)  (1211,457)  (1117,420)  (1024,397)  (932,421)  (853,468)  | overflowToLeft=false
Baghdad  (7805,3581)  (7801,3640)  (7740,3662)  (7685,3619)  | overflowToLeft=false
Bahamas  (1290,3270)  | overflowToLeft=false
Bahia-Norde Este  (2795,5281)  (2786,5184)  (2682,5119)  (2581,5078)  (2477,5055)  (2490,5163)  (2505,5242)  (2502,5333)  (2593,5388)  (2678,5441)  (2724,5362)  (2618,5536)  (2542,5495)  (2460,5420)  (2661,5613)  | overflowToLeft=false
Baja-Sonora  (16453,2973)  (16435,3053)  (16450,3123)  (16331,2923)  (16260,2838)  (16180,2832)  (16149,2928)  (16207,3020)  (16230,3098)  (16290,3181)  | overflowToLeft=false
Baku-Azerbaijan  (7935,2909)  (7989,2964)  (7929,2964)  (7879,2854)  (7939,2854)  (7875,2909)  (7995,2909)  | overflowToLeft=false
Bali-Sunda Is.  (11285,6319)  | overflowToLeft=false
Balikpapan-S.Borneo  (10861,5698)  (10890,5764)  (10957,5789)  (11035,5803)  (11107,5770)  (11061,5696)  (10995,5638)  | overflowToLeft=false
Bangkok-Siam  (10270,4648)  (10364,4666)  (10412,4611)  (10263,4551)  | overflowToLeft=false
Barat Daya Is.  (11616,6337)  | overflowToLeft=false
Basra  (7740,3748)  (7794,3803)  (7680,3755)  | overflowToLeft=false
Batavia-W.Java  (10717,6181)  (10657,6165)  | overflowToLeft=false


Bavaria  (5868,2568)  (5945,2525)  (5945,2575)  (5955,2475)  (5877,2489)  (5879,2409)  (5899,2359)  (5968,2359)  (5832,2331)  (5909,2300)  (6025,2430)  | overflowToLeft=false


Bechuanaland  (6406,6850)  (6412,6905)  (6352,6905)  (6386,6795)  (6446,6795)  (6466,6850)  | overflowToLeft=false
Belgian Congo  (6281,5551)  (6335,5606)  (6275,5606)  (6225,5496)  (6285,5496)  (6221,5551)  (6341,5551)  (6345,5487)  (6215,5616)  (6390,5661)  (6330,5661)  (6207,5441)  (6267,5441)  (6395,5606)  (6165,5496)  (6161,5561)  (6327,5432)  | overflowToLeft=false
Belgium  (5230,1995)  (5255,2075)  (5300,2065)  (5365,2135)  (5300,2020)  (5450,2100)  (5425,2177)  (5466,2218)  (5465,2150)  (5237,2032)  | overflowToLeft=true


Yugoslavia  (6304,3030)  (6250,3040)  (6368,3035)  (6268,2920)  (6333,2915)  (6364,2954)  (6378,3087)  (6310,3090)  (6245,2870)  (6305,2870)  (6329,3145)  | overflowToLeft=true


Bengal  (9592,3779)  (9585,3834)  (9536,3724)  (9532,3779)  (9652,3752)  (9652,3807)  (9525,3845)  (9712,3753)  (9567,3900)  (9507,3900)  | overflowToLeft=false
Benghazi-Cyrenaica  (6161,4118)  (6215,4173)  (6155,4173)  (6112,4063)  (6172,4063)  (6221,4118)  (6095,4183)  (6232,4061)  (6275,4211)  (6062,4238)  (6035,4183)  (6324,4266)  (6374,4321)  (6384,4264)  (6435,4327)  | overflowToLeft=true
Berar  (8995,4214)  (9049,4269)  (8989,4269)  (8950,4159)  (9055,4208)  (8940,4104)  | overflowToLeft=false
Bergen  (5710,1103)  (5690,1035)  (5800,1158)  (5720,1158)  (5815,1048)  (5800,1103)  (5775,1208)  (5715,1218)  (5860,980)  (5905,1048)  (5930,970)  (5793,1268)  (5733,1268)  (5980,930)  (5970,885)  (6029,949)  | overflowToLeft=false
Berlin  (5930,2020)  (5920,2085)  (5905,2148)  (5975,2134)  (5985,2209)  (6000,2035)  (6100,2065)  (6152,2022)  (6177,2086)  (6080,2180)  (6185,2195)  (6195,2150)  (6100,2125)  (6084,2004)  (5904,2217)  | overflowToLeft=true
Bermuda  (1615,3049)  | overflowToLeft=false
Beruit-Lebanon  (7172,3730)  (7150,3787)  (7185,3674)  | overflowToLeft=false
Bessarabia  (6730,2745)  (6784,2800)  (6689,2690)  (6678,2640)  (6655,2593)  | overflowToLeft=false
Bethel  (14659,1071)  (14713,1126)  (14653,1126)  (14657,1016)  (14717,1014)  (14599,1071)  (14719,1069)  (14593,1136)  (14768,1181)  (14708,1181)  (14740,959)  (14773,1124)  (14777,1014)  (14539,1081)  (14779,1069)  (14800,930)  | overflowToLeft=false
Bhutan  (9705,3689)  (9823,3648)  | overflowToLeft=false
Bhuyant Uhaa  (10805,2512)  (10859,2567)  (10799,2567)  (10823,2457)  (10745,2512)  (10865,2512)  (10739,2577)  (10883,2434)  (10823,2402)  (10919,2567)  (10685,2522)  (10761,2632)  (10701,2632)  (10925,2489)  (10679,2577)  (10883,2379)  | overflowToLeft=false
Bialystok  (6566,2022)  (6615,1991)  (6677,2014)  (6704,2073)  (6650,2108)  (6633,2051)  (6591,2076)  | overflowToLeft=true
Bogata-Colombia  (1317,4458)  (1231,4509)  (1220,4614)  (1240,4702)  (1342,4754)  (1464,4710)  (1466,4630)  | overflowToLeft=false
Bolivia  (1717,5613)  (1771,5668)  (1711,5668)  (1661,5558)  (1721,5558)  (1657,5613)  (1777,5613)  (1781,5549)  (1651,5678)  (1826,5723)  (1766,5723)  (1615,5503)  (1675,5503)  (1831,5668)  (1597,5623)  (1735,5494)  (1795,5494)  | overflowToLeft=false
Bombay  (8770,4292)  (8855,4281)  (8891,4405)  (8892,4476)  (8885,4553)  (8902,4343)  | overflowToLeft=true
Bona  (5193,3907)  (5243,3962)  (5183,3962)  (5157,3852)  (5217,3852)  (5123,3976)  (5277,3823)  | overflowToLeft=false
Boran  (6886,5411)  (6940,5466)  (6880,5466)  (6842,5356)  (6902,5356)  (6826,5411)  | overflowToLeft=false
Bordeaux  (4903,2759)  (4822,2751)  (4780,2823)  (4910,2686)  (4995,2682)  (4865,2581)  (4897,2503)  (4974,2566)  (5006,2605)  (5060,2572)  (5060,2632)  (4840,2645)  | overflowToLeft=true
Boston-New England  (1512,2199)  (1493,2126)  (1610,2041)  (1610,1978)  (1678,2024)  | overflowToLeft=false
Bratsk  (10624,1179)  (10566,1087)  (10552,939)  (10610,849)  (10736,883)  (10815,959)  (10865,1094)  (10870,1200)  (10838,1325)  (10680,1295)  | overflowToLeft=false
Brest  (6766,2292)  (6706,2292)  (6826,2269)  (6742,2338)  (6790,2339)  (6832,2319)  (6768,2249)  (6717,2250)  (6677,2270)  | overflowToLeft=false
Brisbane-Queensland  (13079,6855)  (13139,6940)  (13212,7033)  (13257,7135)  (13137,7129)  (13018,7113)  (12949,7039)  (12889,6946)  (12902,6845)  (12961,6745)  | overflowToLeft=false
British Guiana  (1926,4734)  (1948,4568)  | overflowToLeft=false
British Honduras  (721,3775)  | overflowToLeft=false
British Somaliland  (7383,5275)  (7366,5330)  (7443,5243)  (7306,5309)  | overflowToLeft=false
Brittany  (4550,2250)  (4709,2311)  (4817,2245)  (4640,2290)  (4800,2295)  (4665,2200)  | overflowToLeft=true
Broome-Exmouth  (12124,6828)  (12178,6883)  (12118,6883)  (12079,6773)  (12139,6773)  (12064,6828)  (12184,6828)  (12058,6893)  (12199,6753)  (12211,6938)  (12151,6938)  (12238,6883)  (12091,6948)  (12031,6948)  (12244,6808)  (11998,6893)  | overflowToLeft=false
Bryansk  (7154,2270)  (7133,2325)  (7135,2215)  (7195,2215)  (7214,2270)  (7073,2348)  (7143,2160)  (7204,2161)  (7242,2224)  (7273,2271)  (7192,2311)  (7096,2292)  (7020,2328)  (6981,2336)  | overflowToLeft=false


Cen.Romania  (6590,3040)  (6530,3008)  (6620,2994)  (6460,3000)  (6445,2942)  (6613,2920)  | overflowToLeft=false


Hungary  (6345,2640)  (6395,2660)  (6285,2595)  (6325,2510)  (6410,2540)  (6428,2600)  | overflowToLeft=false
Buenos Aires  (1899,6510)  (1953,6565)  (1893,6565)  (1850,6455)  (1910,6455)  (1839,6510)  | overflowToLeft=false
Buru  (11924,5814)  | overflowToLeft=false
Buryatia  (10820,2006)  (10874,2061)  (10814,2061)  (10764,1951)  (10824,1951)  (10760,2006)  (10880,2006)  (10884,1942)  (10754,2071)  (10907,2116)  (10847,2116)  (10704,1951)  (10700,2016)  (10843,1887)  (10903,1887)  (10787,2126)  | overflowToLeft=false
Cairo-Egypt  (6790,4171)  (6844,4226)  (6784,4226)  (6899,4281)  (6839,4281)  (6779,4281)  (6928,4336)  (6868,4336)  (6808,4336)  (6748,4336)  (6807,4372)  | overflowToLeft=false
Calais  (5155,2220)  (5125,2135)  (5232,2128)  (5165,2164)  (5166,2040)  (5120,2075)  | overflowToLeft=true
Calcutta  (9659,3974)  (9650,3909)  (9767,3863)  (9810,3920)  (9770,3981)  (9709,4035)  | overflowToLeft=false
Cambodia  (10476,4783)  (10476,4675)  (10562,4662)  (10648,4660)  (10640,4718)  (10587,4774)  | overflowToLeft=false
Cameroon  (5737,5434)  (5791,5489)  (5731,5489)  (5698,5379)  (5758,5379)  (5677,5434)  (5797,5434)  (5671,5499)  (5818,5353)  (5846,5544)  (5617,5444)  (5611,5538)  (5773,5298)  (5833,5298)  (5893,5278)  (5557,5483)  (5551,5552)  | overflowToLeft=false
Canary Is.  (3472,4368)  | overflowToLeft=false
Cape Town  (6191,7467)  (6098,7483)  (6034,7419)  (6067,7343)  (6153,7373)  | overflowToLeft=false
Cape Verde Is.  (3476,4949)  | overflowToLeft=false
Cape of Good Hope  (6368,7369)  (6422,7424)  (6362,7424)  (6312,7314)  (6372,7314)  (6308,7369)  (6428,7369)  (6432,7305)  (6302,7434)  (6252,7314)  (6488,7360)  (6216,7259)  (6156,7296)  (6096,7277)  (6036,7278)  (5983,7223)  | overflowToLeft=false
Caracas-Venezuela  (1557,4516)  (1476,4473)  (1498,4395)  (1621,4390)  (1732,4416)  (1800,4454)  (1850,4531)  (1786,4609)  (1613,4650)  | overflowToLeft=false
Castille-Leon  (4508,3029)  (4562,3084)  (4502,3084)  (4452,2974)  (4512,2974)  (4448,3029)  (4568,3029)  (4442,3094)  (4609,2973)  (4622,3084)  (4392,2974)  (4628,3028)  (4382,3112)  | overflowToLeft=false
Cayman Is.  (1080,3649)  | overflowToLeft=false
Cen.Mongolia  (10437,2682)  (10520,2724)  (10405,2746)  (10318,2719)  (10240,2688)  (10144,2652)  (10144,2583)  (10200,2526)  | overflowToLeft=false
Ceylon  (9278,4923)  (9297,4978)  (9252,4868)  | overflowToLeft=false
Chad  (5925,4843)  (5989,4925)  (6022,4836)  (6145,4899)  (6033,4998)  (6096,5078)  (6219,4996)  | overflowToLeft=false
Chahar  (10623,3053)  (10677,3108)  (10617,3108)  (10567,2998)  (10627,2998)  (10563,3053)  (10683,3053)  (10687,2989)  (10557,3118)  (10674,3163)  (10737,3108)  (10507,2998)  (10503,3063)  (10651,2934)  (10711,2934)  (10743,3044)  | overflowToLeft=false
Charleston-Savannah  (1093,2767)  (1153,2740)  (1118,2820)  (1028,2751)  (1027,2703)  (1082,2709)  | overflowToLeft=false
Charlotte-Carolina  (1151,2644)  (1091,2650)  (1211,2625)  (1211,2680)  (1271,2625)  (1266,2675)  (1032,2644)  | overflowToLeft=false
Chelyabinsk  (8640,1880)  (8694,1935)  (8634,1935)  (8584,1825)  (8644,1825)  (8580,1880)  (8700,1880)  (8704,1816)  (8574,1945)  (8749,1990)  (8689,1990)  (8551,1770)  (8611,1770)  (8754,1935)  (8524,1825)  (8520,1890)  (8671,1761)  | overflowToLeft=false
Chengdu-Szechwan  (10089,3395)  (10013,3399)  (9999,3466)  (9997,3534)  (10024,3600)  (10109,3592)  (10199,3568)  (10222,3505)  (10207,3419)  | overflowToLeft=false
Chernihiv  (7112,2494)  (7104,2549)  (7075,2437)  (7141,2435)  (7174,2492)  (7048,2556)  | overflowToLeft=true
Chersky  (12015,978)  (12048,1101)  (12141,1199)  (12291,1172)  (12336,1068)  (12389,953)  (12449,842)  (11936,1109)  (11881,1019)  (11862,878)  | overflowToLeft=false
Chiang Mai  (10174,4297)  (10255,4281)  (10315,4348)  (10321,4419)  (10312,4481)  (10251,4427)  (10203,4354)  | overflowToLeft=false
Chicago  (738,2349)  (718,2294)  (743,2404)  (678,2372)  | overflowToLeft=false
Chihuahua-Durango  (16619,3101)  (16673,3156)  (16613,3156)  (16563,3046)  (16623,3046)  (16559,3101)  (16679,3101)  (16683,3037)  (16728,3211)  (16668,3211)  (16534,2991)  (16594,2991)  (16733,3156)  (16739,3092)  (16755,3266)  | overflowToLeft=false
Chile  (1471,6081)  (1463,6178)  (1474,6269)  (1467,6364)  (1464,6444)  (1455,6525)  (1454,6597)  (1460,6669)  | overflowToLeft=false
Christchurch-S.New Zealand  (14123,7811)  (14099,7866)  (14183,7774)  (14039,7894)  (14039,7839)  (14243,7724)  (13979,7937)  (13979,7882)  (14298,7669)  (13919,7938)  | overflowToLeft=false
Christmas Is.  (10070,6406)  | overflowToLeft=false
Chubu  (12244,3148)  (12248,3064)  (12333,2989)  (12328,2920)  (12198,3004)  (12180,3067)  | overflowToLeft=true
Chukotka  (13265,625)  (13386,660)  (13216,744)  (13079,861)  (12919,858)  (12769,820)  (12716,729)  | overflowToLeft=false
Chungking  (10209,3699)  (10263,3754)  (10203,3754)  (10196,3644)  (10256,3644)  (10149,3699)  (10269,3699)  (10316,3616)  (10329,3671)  | overflowToLeft=false
Colorado  (16673,2463)  (16727,2518)  (16667,2518)  (16617,2408)  (16677,2408)  (16613,2463)  (16733,2463)  (16737,2399)  (16607,2528)  (16755,2573)  (16695,2573)  (16589,2353)  (16649,2353)  (16709,2344)  | overflowToLeft=false
Comoros  (7387,6296)  | overflowToLeft=false
Cook Is.  (16569,6785)  | overflowToLeft=false


Denmark  (5952,1657)  (5893,1678)  (5858,1745)  (5935,1770)  (5910,1815)  | overflowToLeft=false


Corregidor-Mindoro Is.  (11613,4775)  | overflowToLeft=false
Corsica  (5530,3110)  | overflowToLeft=false
Costa  (915,4314)  | overflowToLeft=false


Crete  (6555,3735)  (6600,3745)  (6720,3756)  | overflowToLeft=false


Crimea  (7085,2858)  (7151,2859)  (7017,2860)  (7041,2808)  (7108,2805)  (7158,2815)  (7202,2834)  (7083,2909)  | overflowToLeft=false
Croatia  (6066,3039)  (5976,2877)  (6106,3103)  (5963,2933)  | overflowToLeft=false
Cyprus  (7084,3642)  | overflowToLeft=false
Da Nang-Annam  (10713,4571)  (10739,4626)  | overflowToLeft=false
Dagestan  (7774,2710)  (7828,2765)  (7718,2655)  (7714,2725)  (7834,2699)  | overflowToLeft=false
Dakar  (4367,4807)  (4421,4862)  (4361,4862)  (4311,4752)  (4307,4807)  (4397,4917)  (4251,4752)  (4247,4809)  | overflowToLeft=false
Dakota  (204,2028)  (258,2083)  (198,2083)  (148,1973)  (208,1973)  (144,2028)  (264,2028)  (268,1964)  (138,2093)  (313,2138)  (253,2138)  (93,1918)  (153,1918)  (318,2083)  (88,1973)  (84,2038)  (213,1909)  (273,1909)  (193,2148)  | overflowToLeft=false
Dalarna  (6073,1155)  (6093,1078)  (6159,1033)  (6167,912)  (6197,854)  | overflowToLeft=false
Dalmatia  (5985,3002)  | overflowToLeft=false
Damascus-S.Syria  (7242,3630)  (7238,3726)  (7332,3703)  (7337,3627)  | overflowToLeft=false
Danakil  (7014,5173)  (6970,5228)  (7026,5118)  (7074,5173)  (7104,5117)  (6910,5267)  | overflowToLeft=false
Danzig-Posen  (6349,2035)  (6330,2120)  (6290,2080)  (6380,2090)  (6410,2015)  (6353,1920)  (6287,2039)  | overflowToLeft=true
Dar es Salaam-Zanzibar  (6954,6081)  (6992,6136)  (6932,6136)  (6909,6026)  (6969,6026)  (6961,6191)  | overflowToLeft=false
Darfur  (6529,5074)  (6562,5129)  (6502,5129)  (6514,5019)  (6574,5019)  (6469,5074)  (6589,5074)  (6442,5160)  (6634,4969)  (6546,5184)  (6409,5105)  (6409,5050)  (6649,5024)  (6649,5079)  (6486,5215)  (6349,5049)  (6709,4998)  | overflowToLeft=false
Darwin-Northern Territory  (12429,6675)  (12393,6747)  (12499,6754)  (12600,6729)  (12683,6802)  (12752,6877)  (12755,6747)  (12588,6610)  (12624,6532)  | overflowToLeft=false
Demyansk  (7333,1440)  (7380,1495)  (7320,1495)  (7292,1385)  (7352,1385)  (7393,1440)  (7355,1550)  | overflowToLeft=false
Diyarbakir  (7461,3317)  (7425,3372)  (7494,3262)  (7401,3317)  (7554,3294)  (7365,3403)  | overflowToLeft=false
Dodecanese Is.  (6829,3678)  (6786,3632)  | overflowToLeft=false
Dovao-Mindonao  (11812,5093)  (11834,5148)  (11872,5056)  (11893,5115)  (11740,5075)  (11879,5000)  | overflowToLeft=false
Dutch Guiana  (2089,4629)  | overflowToLeft=false
Dutch Harbor-Aleutian Is.  (14354,1488)  | overflowToLeft=false
Dzavhan  (10093,2296)  (10147,2351)  (10087,2351)  (10037,2241)  (10097,2241)  (10033,2296)  (10153,2296)  (10027,2360)  (10202,2406)  (10142,2406)  (9982,2186)  (10042,2186)  (10207,2351)  (9977,2241)  (9973,2303)  (10257,2461)  | overflowToLeft=false
E.Algerian-Sahara  (5351,4219)  (5266,4288)  (5306,4374)  (5422,4387)  (5477,4305)  | overflowToLeft=false
E.British Columbia  (15985,1347)  (16033,1424)  (16124,1512)  (16168,1582)  (16238,1660)  (16312,1572)  (16290,1439)  (16269,1328)  | overflowToLeft=false
E.Tripolitania  (5776,4118)  (5721,4173)  (5844,4127)  (5919,4147)  (5923,4218)  (5852,4217)  (5778,4234)  (5705,4237)  | overflowToLeft=true
Ecuador  (1090,4842)  (1269,4897)  (1364,4873)  (1115,4772)  | overflowToLeft=false
Eire  (4531,1520)  (4585,1575)  (4525,1575)  (4503,1465)  (4591,1479)  (4465,1585)  (4465,1530)  | overflowToLeft=false
El Alamein-Alexandria  (6599,4167)  (6653,4222)  (6593,4222)  (6539,4167)  (6659,4141)  (6533,4232)  (6665,4277)  (6605,4277)  (6545,4287)  (6656,4332)  (6596,4342)  (6627,4397)  | overflowToLeft=false
El Salvador  (812,4037)  | overflowToLeft=false
Ellice Is.  (14645,6088)  | overflowToLeft=false
Eritrea  (7148,4984)  (7202,5039)  (7142,5039)  (7112,4929)  (7088,4984)  (7208,4976)  (7055,5039)  | overflowToLeft=false
Erzurum  (7646,3202)  (7700,3257)  (7640,3257)  (7598,3147)  | overflowToLeft=false
Estonia  (6770,1525)  (6702,1497)  (6670,1435)  (6738,1432)  (6810,1454)  (6636,1490)  | overflowToLeft=false
Evenkia  (10108,1126)  (10027,1203)  (10126,1230)  (10244,1252)  (10342,1276)  (10402,1198)  (10386,1090)  (10351,975)  (10359,851)  (10404,772)  | overflowToLeft=false
Extramadura  (4374,3246)  (4361,3301)  (4380,3191)  | overflowToLeft=false
Fairbanks  (15200,780)  (15254,835)  (15194,835)  (15144,725)  (15204,725)  (15140,780)  (15260,780)  (15264,716)  (15134,845)  (15117,670)  (15177,670)  (15314,835)  (15080,787)  (15237,661)  (15320,771)  (15324,669)  (15115,615)  | overflowToLeft=false
Falkland Is.  (2206,7049)  | overflowToLeft=false
Fars  (7950,3701)  (8004,3756)  (7944,3756)  (7894,3646)  (7954,3646)  (7890,3701)  (8010,3701)  (8014,3646)  (7884,3766)  (8016,3811)  (7887,3591)  | overflowToLeft=false
Fezzan  (5744,4434)  (5709,4366)  (5638,4357)  (5565,4350)  (5660,4293)  (5736,4301)  (5813,4294)  (5889,4285)  (5965,4290)  (5824,4399)  (5899,4417)  (5900,4352)  (5981,4364)  (5981,4440)  | overflowToLeft=false
Fiji  (15183,6891)  | overflowToLeft=false
Florida  (1084,3048)  (1115,3103)  (1047,2993)  (1132,3158)  (995,2938)  (1055,2938)  (935,2932)  (1135,3213)  | overflowToLeft=false


Frankfurt  (5760,2155)  (5710,2265)  (5760,2265)  (5719,2321)  (5725,2200)  (5811,2185)  | overflowToLeft=false


French Dahomey  (5227,5256)  (5126,5263)  (5115,5128)  (5243,5084)  (5237,5161)  | overflowToLeft=false
French Guiana  (2195,4670)  (2134,4794)  | overflowToLeft=false
French Guinea  (4723,4914)  (4627,4941)  (4519,4901)  (4547,4812)  (4555,4727)  (4559,4631)  (4661,4736)  (4759,4822)  | overflowToLeft=false
French Somaliland  (7213,5217)  (7222,5272)  (7153,5259)  | overflowToLeft=false
Gabon  (5618,5762)  (5667,5832)  (5760,5839)  (5780,5772)  (5798,5681)  (5807,5617)  | overflowToLeft=false
Galapagos Is.  (707,4688)  | overflowToLeft=false
Galicia  (4259,2919)  (4292,2974)  (4263,2864)  | overflowToLeft=false
Gibraltar  (4408,3551)  (4522,3547)  | overflowToLeft=false
Gilan  (8016,3170)  (8013,3225)  (7983,3115)  (8076,3184)  | overflowToLeft=false
Gizhiga  (12558,1174)  (12612,1229)  (12552,1229)  (12502,1119)  (12562,1119)  (12498,1174)  (12618,1174)  (12622,1110)  (12492,1239)  (12643,1284)  (12583,1284)  (12521,1064)  (12438,1184)  (12581,1055)  (12641,1055)  (12523,1294)  | overflowToLeft=false
Gold Coast  (4920,5312)  (4912,5237)  (5005,5225)  (5021,5147)  (5038,5074)  | overflowToLeft=false
Gotland  (6039,1279)  (6125,1317)  (6025,1350)  (6165,1410)  (6157,1491)  (6077,1552)  | overflowToLeft=false
Gran Chaco  (1798,6121)  (1852,6176)  (1792,6176)  (1742,6066)  (1802,6066)  (1738,6121)  (1858,6121)  (1862,6057)  (1732,6186)  (1907,6231)  (1847,6231)  (1687,6011)  (1747,6011)  (1912,6176)  (1682,6066)  (1678,6131)  (1807,6002)  | overflowToLeft=false
Grand Erg  (4718,4134)  (4770,4074)  (4801,4142)  (4947,4094)  (4970,4158)  (4983,4228)  (4848,4203)  | overflowToLeft=false
Greenland  (2128,914)  (2167,987)  (2257,1012)  (2366,987)  (2287,899)  (2269,692)  (2104,758)  (2281,589)  | overflowToLeft=false
